year,country,animal_id,order,family,genus,binomial,pregnant_mod,lactating_mod,specimen_id,specimen_type_group,test_requested,test_requested_protocol,test_requested_mod,test_requested_viral_family,diagnostic_laboratory_name,test_id,confirmation_result_mod,virus_detected,viral_species
2012,Brazil,182854,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871709,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842268,Negative,0,NA
2012,Brazil,182854,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871709,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843192,Negative,0,NA
2012,Brazil,182854,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871710,rectal/anal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842269,Negative,0,NA
2012,Brazil,182854,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871710,rectal/anal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843110,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871713,oral/nasal/oropharyngeal swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"ICB II, University of São Paulo",549710,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871713,oral/nasal/oropharyngeal swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"ICB II, University of São Paulo",484278,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871713,oral/nasal/oropharyngeal swab,Coronaviruses,"Modified Watanabe et al, RdRp gene","Coronaviridae, Coronaviruses: Anthony, RdRp",Coronaviridae,"ICB II, University of São Paulo",404464,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871713,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"ICB II, University of São Paulo",404309,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871713,oral/nasal/oropharyngeal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"ICB II, University of São Paulo",617283,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871713,oral/nasal/oropharyngeal swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"ICB II, University of São Paulo",617117,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871713,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"ICB II, University of São Paulo",617422,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871714,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842016,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871714,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842951,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871715,feces,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",838100,Positive,1,PREDICT_CoV-10
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871715,feces,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842952,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871716,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842017,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871716,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842953,Negative,0,NA
2012,Brazil,182856,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,1,0,871717,feces,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842972,Negative,0,NA
2012,Brazil,182859,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,0,0,871642,blood products,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"ICB II, University of São Paulo",617285,Positive,1,PREDICT_HV-62
2012,Brazil,182859,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,0,0,871672,oral/nasal/oropharyngeal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"ICB II, University of São Paulo",617349,Negative,0,NA
2012,Brazil,182859,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,0,0,871673,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842199,Negative,0,NA
2012,Brazil,182859,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,0,0,871673,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842983,Negative,0,NA
2012,Brazil,182859,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,0,0,871674,rectal/anal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842200,Negative,0,NA
2012,Brazil,182859,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,0,0,871674,rectal/anal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842984,Negative,0,NA
2012,Brazil,182859,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,0,0,871675,rectal/anal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"ICB II, University of São Paulo",617350,Positive,1,NA
2012,Brazil,182859,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,0,0,871753,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842201,Negative,0,NA
2012,Brazil,182859,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,0,0,871753,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842985,Negative,0,NA
2012,Brazil,182859,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,0,0,871754,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842116,Negative,0,NA
2012,Brazil,182859,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,0,0,871754,uro/urogenital swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842986,Negative,0,NA
2012,Brazil,182859,Chiroptera,Phyllostomidae,Vampyrum,Vampyrum spectrum,0,0,871755,uro/urogenital swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"ICB II, University of São Paulo",617351,Negative,0,NA
2012,Brazil,182865,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871722,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842335,Negative,0,NA
2012,Brazil,182865,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871722,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843177,Negative,0,NA
2012,Brazil,182865,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871725,rectal/anal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842244,Negative,0,NA
2012,Brazil,182865,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871725,rectal/anal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843153,Negative,0,NA
2012,Brazil,182865,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871726,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842329,Negative,0,NA
2012,Brazil,182865,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871726,uro/urogenital swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843154,Negative,0,NA
2012,Brazil,182865,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871727,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842136,Negative,0,NA
2012,Brazil,182865,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871727,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843155,Negative,0,NA
2012,Brazil,182866,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871729,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842137,Negative,0,NA
2012,Brazil,182866,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871729,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843156,Negative,0,NA
2012,Brazil,182866,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871730,rectal/anal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842138,Negative,0,NA
2012,Brazil,182866,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,0,871730,rectal/anal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843157,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871732,oral/nasal/oropharyngeal swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"ICB II, University of São Paulo",549723,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871732,oral/nasal/oropharyngeal swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"ICB II, University of São Paulo",484280,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871732,oral/nasal/oropharyngeal swab,Coronaviruses,"Modified Watanabe et al, RdRp gene","Coronaviridae, Coronaviruses: Anthony, RdRp",Coronaviridae,"ICB II, University of São Paulo",404411,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871732,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"ICB II, University of São Paulo",404348,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871732,oral/nasal/oropharyngeal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"ICB II, University of São Paulo",617306,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871732,oral/nasal/oropharyngeal swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"ICB II, University of São Paulo",617108,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871732,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"ICB II, University of São Paulo",617488,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871733,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842139,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871733,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843158,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871734,feces,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842140,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871734,feces,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842979,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871735,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842141,Negative,0,NA
2012,Brazil,182867,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,0,871735,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842987,Negative,0,NA
2012,Brazil,182870,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus elongatus,0,0,871654,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842289,Negative,0,NA
2012,Brazil,182870,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus elongatus,0,0,871654,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843090,Negative,0,NA
2012,Brazil,182870,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus elongatus,0,0,871656,rectal/anal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"ICB II, University of São Paulo",617272,Positive,1,NA
2012,Brazil,182870,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus elongatus,0,0,871657,rectal/anal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842290,Negative,0,NA
2012,Brazil,182870,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus elongatus,0,0,871657,rectal/anal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843091,Negative,0,NA
2012,Brazil,182870,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus elongatus,0,0,871658,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842291,Negative,0,NA
2012,Brazil,182870,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus elongatus,0,0,871658,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843092,Negative,0,NA
2012,Brazil,182874,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871801,rectal/anal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842334,Negative,0,NA
2012,Brazil,182874,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871801,rectal/anal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843127,Negative,0,NA
2012,Brazil,182874,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871802,rectal/anal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"ICB II, University of São Paulo",617336,Positive,1,PREDICT_HV-63
2012,Brazil,182874,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871803,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842109,Negative,0,NA
2012,Brazil,182874,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871803,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843128,Negative,0,NA
2012,Brazil,182874,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871823,oral/nasal/oropharyngeal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"ICB II, University of São Paulo",617335,Negative,0,NA
2012,Brazil,182874,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871824,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842332,Negative,0,NA
2012,Brazil,182874,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871824,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843125,Negative,0,NA
2012,Brazil,182874,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871825,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842333,Negative,0,NA
2012,Brazil,182874,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871825,uro/urogenital swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",843126,Negative,0,NA
2012,Brazil,182875,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871804,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842119,Negative,0,NA
2012,Brazil,182875,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871804,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842798,Negative,0,NA
2012,Brazil,182875,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871807,rectal/anal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842120,Negative,0,NA
2012,Brazil,182875,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871807,rectal/anal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842808,Negative,0,NA
2012,Brazil,182875,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871808,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842121,Negative,0,NA
2012,Brazil,182875,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,0,1,871808,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842809,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871826,oral/nasal/oropharyngeal swab,Adenoviruses,"Wellehan et al, Pol gene","Adenoviridae, Adenoviruses: Wellehan, Pol",Adenoviridae,"ICB II, University of São Paulo",549703,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871826,oral/nasal/oropharyngeal swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"ICB II, University of São Paulo",484357,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871826,oral/nasal/oropharyngeal swab,Coronaviruses,"Modified Watanabe et al, RdRp gene","Coronaviridae, Coronaviruses: Anthony, RdRp",Coronaviridae,"ICB II, University of São Paulo",404467,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871826,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"ICB II, University of São Paulo",404337,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871826,oral/nasal/oropharyngeal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"ICB II, University of São Paulo",617311,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871826,oral/nasal/oropharyngeal swab,Nipahviruses,"Wacharapluesadee et al, N gene","Paramyxoviridae, Niphaviruses: Wacharapluesadee, N",Paramyxoviridae,"ICB II, University of São Paulo",617112,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871826,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"ICB II, University of São Paulo",617473,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871827,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842122,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871827,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842810,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871828,feces,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842123,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871828,feces,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842811,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871829,rectal/anal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",842124,Negative,0,NA
2012,Brazil,182876,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,0,1,871829,rectal/anal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",842812,Negative,0,NA
